,agency,sku,volume,date,industry_volume,soda_volume,avg_max_temp,price_regular,price_actual,discount,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,discount_in_percent
22,Agency_38,SKU_07,65.9325,2013-01-01,492612703,718394219,22.21973684,1102.088253,1097.002373,5.08588,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,0.4614766545379249
23,Agency_41,SKU_05,2866.2345,2013-01-01,492612703,718394219,23.89354839,1260.007889,1189.759099,70.24879,1573238,125229,0,0,1,0,0,0,0,0,0,0,0,0,5.575265886291596
24,Agency_13,SKU_02,0.0,2013-01-01,492612703,718394219,22.21973684,0.0,0.0,0.0,1520066,110666,0,0,1,0,0,0,0,0,0,0,0,0,0.0
25,Agency_01,SKU_01,80.676,2013-01-01,492612703,718394219,17.072,1141.5,1033.432731,108.067269,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,9.467128252299597
26,Agency_13,SKU_05,1138.3785,2013-01-01,492612703,718394219,22.21973684,1295.778368,1207.88242,87.895948,1520066,110666,0,0,1,0,0,0,0,0,0,0,0,0,6.783254773396563
27,Agency_38,SKU_02,3391.74,2013-01-01,492612703,718394219,22.21973684,1166.021887,1123.549322,42.472565,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,3.6425186759809103
28,Agency_20,SKU_03,315.8118,2013-01-01,492612703,718394219,22.21973684,1256.305437,1135.741035,120.564402,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,9.596742834123386
29,Agency_48,SKU_04,3539.939558,2013-01-01,492612703,718394219,24.05289256,1720.664633,1410.490406,310.174227,1739969,210213,0,0,1,0,0,0,0,0,0,0,0,0,18.026419620144548
30,Agency_01,SKU_02,78.408,2013-01-01,492612703,718394219,17.072,1074.157799,969.1862085,104.9715905,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,9.772455275912401
31,Agency_53,SKU_03,249.0624,2013-01-01,492612703,718394219,23.89354839,1259.762728,1255.490812,4.271916,1729177,111048,0,0,1,0,0,0,0,0,0,0,0,0,0.33910480958442196
32,Agency_38,SKU_05,4335.1038,2013-01-01,492612703,718394219,22.21973684,1295.143618,1119.308736,175.834882,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,13.57647750845807
33,Agency_40,SKU_03,4.0608,2013-01-01,492612703,718394219,24.07901235,1228.803191,1228.803191,0.0,143299,137912,0,0,1,0,0,0,0,0,0,0,0,0,0.0
34,Agency_01,SKU_05,15.975,2013-01-01,492612703,718394219,17.072,1260.322817,1172.763381,87.559436,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,6.947381640556302
35,Agency_40,SKU_18,1.0998,2013-01-01,492612703,718394219,24.07901235,1152.68617,1143.817512,8.868658,143299,137912,0,0,1,0,0,0,0,0,0,0,0,0,0.7693905098210616
36,Agency_22,SKU_03,86.4612,2013-01-01,492612703,718394219,25.8452381,1258.729104,1156.645866,102.083238,48151,132110,0,0,1,0,0,0,0,0,0,0,0,0,8.110024442558686
37,Agency_53,SKU_24,0.0,2013-01-01,492612703,718394219,23.89354839,0.0,0.0,0.0,1729177,111048,0,0,1,0,0,0,0,0,0,0,0,0,0.0
38,Agency_51,SKU_01,3384.936,2013-01-01,492612703,718394219,24.05289256,1221.67324,1153.115267,68.557973,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,5.61180934109682
39,Agency_31,SKU_08,9.2655,2013-01-01,492612703,718394219,28.67435897,1511.725352,1481.321349,30.404003,181063,102731,0,0,1,0,0,0,0,0,0,0,0,0,2.0112120868897008
40,Agency_31,SKU_03,527.481,2013-01-01,492612703,718394219,28.67435897,1272.367022,1112.2395,160.127522,181063,102731,0,0,1,0,0,0,0,0,0,0,0,0,12.58501039647348
41,Agency_51,SKU_07,12.8325,2013-01-01,492612703,718394219,24.05289256,1143.50339,1143.50339,0.0,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,0.0
42,Agency_41,SKU_04,1395.3204,2013-01-01,492612703,718394219,23.89354839,1704.996144,1592.431345,112.564799,1573238,125229,0,0,1,0,0,0,0,0,0,0,0,0,6.602055928168715
43,Agency_51,SKU_02,3318.516,2013-01-01,492612703,718394219,24.05289256,1218.473539,1127.936534,90.537005,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,7.43036283531473
44,Agency_13,SKU_04,1812.204,2013-01-01,492612703,718394219,22.21973684,1763.501851,1623.003226,140.498625,1520066,110666,0,0,1,0,0,0,0,0,0,0,0,0,7.967024526814627
45,Agency_01,SKU_11,7.668,2013-01-01,492612703,718394219,17.072,1779.102113,1672.084507,107.017606,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,6.015259338855042
46,Agency_20,SKU_23,0.0,2013-01-01,492612703,718394219,22.21973684,0.0,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0
47,Agency_51,SKU_05,2211.3873,2013-01-01,492612703,718394219,24.05289256,1323.072771,1201.050507,122.022264,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,9.22264191921762
48,Agency_48,SKU_03,6493.814243,2013-01-01,492612703,718394219,24.05289256,1330.643851,1263.553534,67.090317,1739969,210213,0,0,1,0,0,0,0,0,0,0,0,0,5.041943939362941
49,Agency_53,SKU_15,0.0,2013-01-01,492612703,718394219,23.89354839,0.0,0.0,0.0,1729177,111048,0,0,1,0,0,0,0,0,0,0,0,0,0.0
50,Agency_38,SKU_04,2115.2178,2013-01-01,492612703,718394219,22.21973684,1723.634393,1642.597622,81.036771,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,4.701505802454712
51,Agency_01,SKU_04,230.2956,2013-01-01,492612703,718394219,17.072,1725.711827,1467.68186,258.029967,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,14.95208892718565
52,Agency_41,SKU_03,737.5428,2013-01-01,492612703,718394219,23.89354839,1239.869073,1166.78186,73.087213,1573238,125229,0,0,1,0,0,0,0,0,0,0,0,0,5.894752485692497
53,Agency_20,SKU_21,0.0,2013-01-01,492612703,718394219,22.21973684,0.0,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0
54,Agency_17,SKU_01,79.164,2013-01-01,492612703,718394219,22.21973684,1201.125,1143.050563,58.074437,147910,123013,0,0,1,0,0,0,0,0,0,0,0,0,4.835003600790924
55,Agency_13,SKU_03,276.219,2013-01-01,492612703,718394219,22.21973684,1250.632814,1158.388445,92.244369,1520066,110666,0,0,1,0,0,0,0,0,0,0,0,0,7.375815504549843
56,Agency_17,SKU_02,856.548,2013-01-01,492612703,718394219,22.21973684,1201.125,1124.020355,77.104645,147910,123013,0,0,1,0,0,0,0,0,0,0,0,0,6.419368924966168
57,Agency_38,SKU_03,2567.9484,2013-01-01,492612703,718394219,22.21973684,1254.941546,1211.009009,43.932537,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,3.5007636124591186
58,Agency_51,SKU_04,3721.536,2013-01-01,492612703,718394219,24.05289256,1727.486349,1411.296353,316.189996,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,18.303472915026784
59,Agency_17,SKU_05,739.8342,2013-01-01,492612703,718394219,22.21973684,1302.989855,1229.401214,73.588641,147910,123013,0,0,1,0,0,0,0,0,0,0,0,0,5.647675668203882
60,Agency_01,SKU_03,35.955,2013-01-01,492612703,718394219,17.072,1239.734043,1141.894806,97.839237,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,7.891953726078321
61,Agency_48,SKU_23,0.0,2013-01-01,492612703,718394219,24.05289256,0.0,0.0,0.0,1739969,210213,0,0,1,0,0,0,0,0,0,0,0,0,0.0
62,Agency_45,SKU_01,32.616,2013-01-01,492612703,718394219,30.81142857,1176.035417,1176.035417,0.0,176318,137609,0,0,1,0,0,0,0,0,0,0,0,0,0.0
63,Agency_48,SKU_17,0.0,2013-01-01,492612703,718394219,24.05289256,0.0,0.0,0.0,1739969,210213,0,0,1,0,0,0,0,0,0,0,0,0,0.0
64,Agency_45,SKU_02,40.5,2013-01-01,492612703,718394219,30.81142857,1178.341061,1178.341061,0.0,176318,137609,0,0,1,0,0,0,0,0,0,0,0,0,0.0
65,Agency_38,SKU_14,0.0,2013-01-01,492612703,718394219,22.21973684,0.0,0.0,0.0,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,0.0
66,Agency_55,SKU_01,3777.3,2013-01-01,492612703,718394219,21.20731707,1144.459051,1014.878638,129.580413,2025793,238553,0,0,1,0,0,0,0,0,0,0,0,0,11.32241585111987
67,Agency_50,SKU_01,1144.8,2013-01-01,492612703,718394219,24.07901235,1222.949469,1214.831647,8.117822,2057678,144594,0,0,1,0,0,0,0,0,0,0,0,0,0.663790467699196
68,Agency_45,SKU_05,260.6481,2013-01-01,492612703,718394219,30.81142857,1368.887961,1368.887961,0.0,176318,137609,0,0,1,0,0,0,0,0,0,0,0,0,0.0
69,Agency_48,SKU_28,0.0,2013-01-01,492612703,718394219,24.05289256,0.0,0.0,0.0,1739969,210213,0,0,1,0,0,0,0,0,0,0,0,0,0.0
70,Agency_17,SKU_04,340.587,2013-01-01,492612703,718394219,22.21973684,1749.295775,1615.518828,133.776947,147910,123013,0,0,1,0,0,0,0,0,0,0,0,0,7.647474424386583
71,Agency_13,SKU_20,0.0,2013-01-01,492612703,718394219,22.21973684,0.0,0.0,0.0,1520066,110666,0,0,1,0,0,0,0,0,0,0,0,0,0.0
72,Agency_55,SKU_02,824.364,2013-01-01,492612703,718394219,21.20731707,1113.745427,1069.704737,44.04069,2025793,238553,0,0,1,0,0,0,0,0,0,0,0,0,3.95428694316875
73,Agency_50,SKU_02,10098.432,2013-01-01,492612703,718394219,24.07901235,1225.171481,1125.231213,99.940268,2057678,144594,0,0,1,0,0,0,0,0,0,0,0,0,8.157247336383278
74,Agency_45,SKU_04,185.7573,2013-01-01,492612703,718394219,30.81142857,1743.175326,1708.807629,34.367697,176318,137609,0,0,1,0,0,0,0,0,0,0,0,0,1.9715571054382934
75,Agency_51,SKU_03,3513.3534,2013-01-01,492612703,718394219,24.05289256,1331.090275,1230.196357,100.893918,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,7.579795292246424
76,Agency_55,SKU_05,201.0294,2013-01-01,492612703,718394219,21.20731707,1282.900571,1053.045023,229.855548,2025793,238553,0,0,1,0,0,0,0,0,0,0,0,0,17.91686380035137
77,Agency_50,SKU_05,4190.562,2013-01-01,492612703,718394219,24.07901235,1319.212094,1226.521583,92.690511,2057678,144594,0,0,1,0,0,0,0,0,0,0,0,0,7.026202338621072
78,Agency_07,SKU_01,6841.044,2013-01-01,492612703,718394219,25.36,1175.324069,1085.409365,89.914704,1868030,175785,0,0,1,0,0,0,0,0,0,0,0,0,7.650205281382698
79,Agency_17,SKU_03,12.0978,2013-01-01,492612703,718394219,22.21973684,1250.585106,1180.972697,69.612409,147910,123013,0,0,1,0,0,0,0,0,0,0,0,0,5.566387178770708
80,Agency_33,SKU_04,0.7029,2013-01-01,492612703,718394219,23.7,1992.368758,1842.772087,149.596671,39719,91375,0,0,1,0,0,0,0,0,0,0,0,0,7.508483075701792
81,Agency_38,SKU_21,0.0,2013-01-01,492612703,718394219,22.21973684,0.0,0.0,0.0,1515841,173884,0,0,1,0,0,0,0,0,0,0,0,0,0.0
82,Agency_45,SKU_08,8.5626,2013-01-01,492612703,718394219,30.81142857,1499.532193,1499.532193,0.0,176318,137609,0,0,1,0,0,0,0,0,0,0,0,0,0.0
83,Agency_45,SKU_03,33.9246,2013-01-01,492612703,718394219,30.81142857,1317.206572,1317.206572,0.0,176318,137609,0,0,1,0,0,0,0,0,0,0,0,0,0.0
84,Agency_10,SKU_01,2767.5,2013-01-01,492612703,718394219,25.36,1185.2452,1077.629812,107.615388,1716027,117463,0,0,1,0,0,0,0,0,0,0,0,0,9.079588594832542
85,Agency_07,SKU_02,514.512,2013-01-01,492612703,718394219,25.36,1132.55129,1045.527881,87.023409,1868030,175785,0,0,1,0,0,0,0,0,0,0,0,0,7.6838382304081
86,Agency_07,SKU_05,94.2525,2013-01-01,492612703,718394219,25.36,1324.847865,1211.293111,113.554754,1868030,175785,0,0,1,0,0,0,0,0,0,0,0,0,8.571154243434584
87,Agency_08,SKU_01,128.304,2013-01-01,492612703,718394219,24.07901235,1175.5625,1086.035617,89.526883,71662,123610,0,0,1,0,0,0,0,0,0,0,0,0,7.615663395183157
88,Agency_55,SKU_04,1958.5989,2013-01-01,492612703,718394219,21.20731707,1735.602978,1584.436801,151.166177,2025793,238553,0,0,1,0,0,0,0,0,0,0,0,0,8.70972099703322
89,Agency_50,SKU_04,1871.0559,2013-01-01,492612703,718394219,24.07901235,1740.959669,599.1799583,1141.779711,2057678,144594,0,0,1,0,0,0,0,0,0,0,0,0,65.58335216092821
90,Agency_10,SKU_02,104.436,2013-01-01,492612703,718394219,25.36,1152.238689,1065.811208,86.427481,1716027,117463,0,0,1,0,0,0,0,0,0,0,0,0,7.500831366373252
91,Agency_10,SKU_05,29.7135,2013-01-01,492612703,718394219,25.36,1383.226034,1337.581781,45.644253,1716027,117463,0,0,1,0,0,0,0,0,0,0,0,0,3.2998405089301506
92,Agency_42,SKU_01,239.652,2013-01-01,492612703,718394219,23.89354839,1132.9375,1103.174258,29.763242,175794,110057,0,0,1,0,0,0,0,0,0,0,0,0,2.6270859601699117
93,Agency_08,SKU_02,0.0,2013-01-01,492612703,718394219,24.07901235,0.0,0.0,0.0,71662,123610,0,0,1,0,0,0,0,0,0,0,0,0,0.0
94,Agency_51,SKU_17,0.0,2013-01-01,492612703,718394219,24.05289256,0.0,0.0,0.0,1750152,238870,0,0,1,0,0,0,0,0,0,0,0,0,0.0
95,Agency_42,SKU_02,175.284,2013-01-01,492612703,718394219,23.89354839,1106.555063,1078.136841,28.418222,175794,110057,0,0,1,0,0,0,0,0,0,0,0,0,2.568170618003852
96,Agency_08,SKU_05,0.0,2013-01-01,492612703,718394219,24.07901235,0.0,0.0,0.0,71662,123610,0,0,1,0,0,0,0,0,0,0,0,0,0.0
97,Agency_42,SKU_05,476.3106,2013-01-01,492612703,718394219,23.89354839,1259.788732,1157.323432,102.4653,175794,110057,0,0,1,0,0,0,0,0,0,0,0,0,8.133530440245282
98,Agency_33,SKU_03,3.5532,2013-01-01,492612703,718394219,23.7,1178.098404,1178.098404,0.0,39719,91375,0,0,1,0,0,0,0,0,0,0,0,0,0.0
99,Agency_33,SKU_18,6.345,2013-01-01,492612703,718394219,23.7,1108.282979,1093.73617,14.546809,39719,91375,0,0,1,0,0,0,0,0,0,0,0,0,1.3125536776830862
100,Agency_42,SKU_04,170.2296,2013-01-01,492612703,718394219,23.89354839,1698.90845,1579.315027,119.593423,175794,110057,0,0,1,0,0,0,0,0,0,0,0,0,7.039427168662314
101,Agency_07,SKU_04,2338.74,2013-01-01,492612703,718394219,25.36,1738.971567,1594.730656,144.240911,1868030,175785,0,0,1,0,0,0,0,0,0,0,0,0,8.294610086629444
102,Agency_39,SKU_01,2354.832,2013-01-01,492612703,718394219,22.21973684,1167.261138,1087.793629,79.467509,1448423,131411,0,0,1,0,0,0,0,0,0,0,0,0,6.808031760241816
103,Agency_08,SKU_04,192.339,2013-01-01,492612703,718394219,24.07901235,1742.112676,1589.098112,153.014564,71662,123610,0,0,1,0,0,0,0,0,0,0,0,0,8.783275967621744
104,Agency_55,SKU_03,3990.2436,2013-01-01,492612703,718394219,21.20731707,1258.08892,1143.512393,114.576527,2025793,238553,0,0,1,0,0,0,0,0,0,0,0,0,9.10718830589494
105,Agency_39,SKU_07,2.655,2013-01-01,492612703,718394219,22.21973684,1120.283898,1057.70339,62.580508,1448423,131411,0,0,1,0,0,0,0,0,0,0,0,0,5.586129383071791
106,Agency_50,SKU_03,400.2426,2013-01-01,492612703,718394219,24.07901235,1330.907102,1296.215916,34.691186,2057678,144594,0,0,1,0,0,0,0,0,0,0,0,0,2.6065820783335027
107,Agency_23,SKU_01,42.444,2013-01-01,492612703,718394219,25.8452381,1167.0,1060.82236,106.17764,49101,90240,0,0,1,0,0,0,0,0,0,0,0,0,9.098341045415605
108,Agency_47,SKU_02,0.432,2013-01-01,492612703,718394219,30.82888889,1201.125,1201.125,0.0,32183,128574,0,0,1,0,0,0,0,0,0,0,0,0,0.0
109,Agency_23,SKU_02,52.164,2013-01-01,492612703,718394219,25.8452381,1167.0,1060.072593,106.927407,49101,90240,0,0,1,0,0,0,0,0,0,0,0,0,9.1625884318766
110,Agency_47,SKU_05,0.0,2013-01-01,492612703,718394219,30.82888889,0.0,0.0,0.0,32183,128574,0,0,1,0,0,0,0,0,0,0,0,0,0.0
111,Agency_07,SKU_21,0.0,2013-01-01,492612703,718394219,25.36,0.0,0.0,0.0,1868030,175785,0,0,1,0,0,0,0,0,0,0,0,0,0.0
112,Agency_39,SKU_02,3634.632,2013-01-01,492612703,718394219,22.21973684,1167.173142,1087.483166,79.689976,1448423,131411,0,0,1,0,0,0,0,0,0,0,0,0,6.827605359685368
113,Agency_10,SKU_04,1824.0894,2013-01-01,492612703,718394219,25.36,1758.558778,1560.183078,198.3757,1716027,117463,0,0,1,0,0,0,0,0,0,0,0,0,11.280583991944344
114,Agency_11,SKU_03,74.9556,2013-01-01,492612703,718394219,25.36,1289.159082,1191.265549,97.893533,135561,100461,0,0,1,0,0,0,0,0,0,0,0,0,7.593596039995934
115,Agency_23,SKU_05,555.4188,2013-01-01,492612703,718394219,25.8452381,1310.176057,1173.644798,136.531259,49101,90240,0,0,1,0,0,0,0,0,0,0,0,0,10.420833007178047
116,Agency_46,SKU_01,2973.564,2013-01-01,492612703,718394219,24.05289256,1193.513129,1183.866526,9.646603,1709754,212229,0,0,1,0,0,0,0,0,0,0,0,0,0.8082527762457412
117,Agency_39,SKU_05,6502.9752,2013-01-01,492612703,718394219,22.21973684,1296.037446,1145.392053,150.645393,1448423,131411,0,0,1,0,0,0,0,0,0,0,0,0,11.623537071783034
118,Agency_46,SKU_03,1720.5948,2013-01-01,492612703,718394219,24.05289256,1275.13121,1233.411285,41.719925,1709754,212229,0,0,1,0,0,0,0,0,0,0,0,0,3.271814278626284
119,Agency_42,SKU_03,567.3276,2013-01-01,492612703,718394219,23.89354839,1239.734043,1191.005435,48.728608,175794,110057,0,0,1,0,0,0,0,0,0,0,0,0,3.930569485861888
120,Agency_47,SKU_04,80.6418,2013-01-01,492612703,718394219,30.82888889,1742.112676,1555.167206,186.94547,32183,128574,0,0,1,0,0,0,0,0,0,0,0,0,10.73096319058067
121,Agency_08,SKU_03,7.5294,2013-01-01,492612703,718394219,24.07901235,1288.643617,1204.416089,84.227528,71662,123610,0,0,1,0,0,0,0,0,0,0,0,0,6.536138222302614
122,Agency_23,SKU_04,24.6015,2013-01-01,492612703,718394219,25.8452381,1742.112676,1581.480428,160.632248,49101,90240,0,0,1,0,0,0,0,0,0,0,0,0,9.220542977095008
123,Agency_46,SKU_02,4123.548,2013-01-01,492612703,718394219,24.05289256,1194.218946,1178.938427,15.280519,1709754,212229,0,0,1,0,0,0,0,0,0,0,0,0,1.2795408288556755
124,Agency_07,SKU_03,356.6736,2013-01-01,492612703,718394219,25.36,1288.643617,1190.668945,97.974672,1868030,175785,0,0,1,0,0,0,0,0,0,0,0,0,7.6029299883615575
125,Agency_46,SKU_05,4575.7512,2013-01-01,492612703,718394219,24.05289256,1293.615167,1233.8543,59.760867,1709754,212229,0,0,1,0,0,0,0,0,0,0,0,0,4.619678906408491
126,Agency_10,SKU_32,111.1221,2013-01-01,492612703,718394219,25.36,1539.530368,1388.222489,151.307879,1716027,117463,0,0,1,0,0,0,0,0,0,0,0,0,9.828184110233801
127,Agency_30,SKU_01,1131.408,2013-01-01,492612703,718394219,26.40169492,1138.206453,1087.282401,50.924052,1094349,247220,0,0,1,0,0,0,0,0,0,0,0,0,4.4740610867016475
128,Agency_54,SKU_01,52.488,2013-01-01,492612703,718394219,21.75438596,1154.937371,1154.937371,0.0,48332,122313,0,0,1,0,0,0,0,0,0,0,0,0,0.0
129,Agency_30,SKU_02,158.976,2013-01-01,492612703,718394219,26.40169492,1082.025755,1072.945643,9.080112,1094349,247220,0,0,1,0,0,0,0,0,0,0,0,0,0.8391770674626754
130,Agency_39,SKU_04,1611.0468,2013-01-01,492612703,718394219,22.21973684,1730.828687,1589.925152,140.903535,1448423,131411,0,0,1,0,0,0,0,0,0,0,0,0,8.140813476128844
131,Agency_54,SKU_02,27.324,2013-01-01,492612703,718394219,21.75438596,1169.45331,1169.45331,0.0,48332,122313,0,0,1,0,0,0,0,0,0,0,0,0,0.0
132,Agency_50,SKU_17,0.0,2013-01-01,492612703,718394219,24.07901235,0.0,0.0,0.0,2057678,144594,0,0,1,0,0,0,0,0,0,0,0,0,0.0
133,Agency_30,SKU_05,223.9695,2013-01-01,492612703,718394219,26.40169492,1463.502263,1413.994789,49.507474,1094349,247220,0,0,1,0,0,0,0,0,0,0,0,0,3.3828081617390704
134,Agency_23,SKU_03,0.0,2013-01-01,492612703,718394219,25.8452381,0.0,0.0,0.0,49101,90240,0,0,1,0,0,0,0,0,0,0,0,0,0.0
135,Agency_47,SKU_03,237.5568,2013-01-01,492612703,718394219,30.82888889,1277.792554,1129.660138,148.132416,32183,128574,0,0,1,0,0,0,0,0,0,0,0,0,11.59283762738221
136,Agency_54,SKU_05,61.2162,2013-01-01,492612703,718394219,21.75438596,1315.970699,1315.562498,0.408201,48332,122313,0,0,1,0,0,0,0,0,0,0,0,0,0.031019003714152057
137,Agency_46,SKU_17,0.0,2013-01-01,492612703,718394219,24.05289256,0.0,0.0,0.0,1709754,212229,0,0,1,0,0,0,0,0,0,0,0,0,0.0
138,Agency_30,SKU_06,22.356,2013-01-01,492612703,718394219,26.40169492,1076.359641,1076.359641,0.0,1094349,247220,0,0,1,0,0,0,0,0,0,0,0,0,0.0
139,Agency_46,SKU_04,3925.1853,2013-01-01,492612703,718394219,24.05289256,1722.803207,1303.032786,419.770421,1709754,212229,0,0,1,0,0,0,0,0,0,0,0,0,24.365546760907552
140,Agency_32,SKU_01,1747.008,2013-01-01,492612703,718394219,21.75438596,1120.036599,1097.425697,22.610902,1199179,126063,0,0,1,0,0,0,0,0,0,0,0,0,2.0187645671746592
141,Agency_10,SKU_03,1907.3916,2013-01-01,492612703,718394219,25.36,1295.209803,1196.373029,98.836774,1716027,117463,0,0,1,0,0,0,0,0,0,0,0,0,7.630947030440279
142,Agency_18,SKU_01,0.54,2013-01-01,492612703,718394219,30.59489796,1201.125,1117.0375,84.0875,60189,135477,0,0,1,0,0,0,0,0,0,0,0,0,7.000728483713194
143,Agency_54,SKU_04,78.1497,2013-01-01,492612703,718394219,21.75438596,1749.384148,1741.903221,7.480927,48332,122313,0,0,1,0,0,0,0,0,0,0,0,0,0.42763203316736953
144,Agency_57,SKU_01,7395.948,2013-01-01,492612703,718394219,22.21973684,1220.425184,1110.166349,110.258835,2212416,187351,0,0,1,0,0,0,0,0,0,0,0,0,9.034460812962038
145,Agency_12,SKU_01,9191.772,2013-01-01,492612703,718394219,22.21973684,1205.459203,1100.188659,105.270544,1596955,205376,0,0,1,0,0,0,0,0,0,0,0,0,8.732816816862442
